Id,StarbucksId,Name,BrandName,StoreNumber,PhoneNumber,OwnershipType,Street1,Street2,Street3,City,CountrySubdivisionCode,CountryCode,PostalCode,Longitude,Latitude,TimezoneOffset,TimezoneId,TimezoneOlsonId,FirstSeen,LastSeen
73c1df5b-fbd2-4db5-aa38-e36589ba8d26,7297,Target Anaheim T-2421,Starbucks,76918-131629,(714) 422-1120,LS,101 S Euclid,,,Anaheim,CA,US,928021011,-117.94,33.83,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
4dfb5e03-79cf-4215-8c4c-55044c84ed42,7696,"University & Espina, Las Cruces",Starbucks,11645-103636,575-647-2948,CO,985 University Avenue,A,,Las Cruces,NM,US,880015638,-106.76,32.28,-420,Mountain Standard Time,GMT-07:00 America/Denver,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
fcbe2679-4511-48e5-bca2-5cd9d16f5203,1600,广州百福广场店,Starbucks,31506-108607,020-38805568,CO,天河区,百福广场首层A2铺,体育东路112号,广州市,44,CN,510620,113.33,23.14,480,China Standard Time,GMT+08:00 Asia/Beijing,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
63e77262-3ecd-43df-b33f-4a23442fa93f,14124,Safeway-Pullman #2639,Starbucks,74404-92180,509-334-0803,LS,430 SE Bishop Blvd,,,Pullman,WA,US,991635503,-117.18,46.72,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
66d1fb1e-55c9-4139-b230-e0cf5c79dc0d,2056,Koenigstrasse 44,Starbucks,40941-96842,497111204301,CO,Koenigstrasse 44,,,Stuttgart,BW,DE,70173,9.18,48.78,60,W. Europe Standard Time,GMT+1:00 Europe/Berlin,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
b44c27bf-ca3e-4083-af46-afce17b11992,13109,Vons-Valencia #2030,Starbucks,74506-25650,661-254-3570,LS,25850 N. The Old Road,,,Valencia,CA,US,91355,-118.57,34.39,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
96f31de8-2a4f-4375-a53e-b8bbaee03b5c,1012933,Guelph LA residence,Starbucks,27779-242428,,LS,50 Stone Road East,,,Guelph,ON,CA,N1G 2W1,-80.23,43.53,-300,Eastern Standard Time,GMT-05:00 America/Toronto,9/9/2015 12:00:00 AM,2/3/2017 12:00:00 AM
9d348718-fe25-4a65-bf17-c464e0aa74d9,1005185,Zuellig Building - Makati,Starbucks,17779-171985,2113413,LS,Paseo de Roxas corner Makati Avenue,2F,,Makati City,41,PH,1225,121.03,14.56,480,Singapore Standard Time,GMT+08:00 Asia/Manila,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
3b350cba-14e0-4880-83c6-fc0aa70ba683,16106,Albertsons-Phoenix #1004,Starbucks,73583-79483,623-582-4985,LS,3130 W Carefree Hwy,,,Phoenix,AZ,US,850863200,-112.13,33.8,-420,US Mountain Standard Time,GMT+000000 America/Phoenix,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
049a6f52-974c-475a-a8f4-9f7f0259e1b9,88868,Shopping ABC,Starbucks,16179-165745,4468-1643,CO,"Av. Pereira Barreto, 42, Loja 411B",Piso P2,,Santo Andre,SP,BR,09190-900,-46.53,-23.67,-120,E. South America Standard Time,GMT-03:00 America/Sao_Paulo,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
744e15b8-c900-4332-b540-dd6335ab9aff,1008447,Olympic Park South Gate,Starbucks,22515-221304,,JV,"165-3 Bangi-dong,Songpa-gu",,,Seoul,11,KR,138-050,127.12,37.51,540,Korea Standard Time,GMT+09:00 Asia/Seoul,6/4/2014 12:00:00 AM,2/3/2017 12:00:00 AM
0cd09555-16b3-4138-869b-96c58fbc78d0,10405,US 79 & CR 122,Starbucks,10617-100445,512-388-7205,CO,4450 E Palm Valley Blvd,"Bldg B, Ste100",Palm Valley Shopping Center,Round Rock,TX,US,786659444,-97.62,30.53,-360,Central Standard Time,GMT-06:00 America/Chicago,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
ef4ad09a-ddf8-4d8b-b8de-4a94f031505f,113435,NJ James Cooper Travel Plaza,Starbucks,17219-176967,856-234-4930,LS,5 Hartford Rd,,,Mount Laurel,NJ,US,08054,-74.89,39.98,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
b239e8fb-0ae2-418c-912e-7e3b6f26a28b,19405,东莞天一城店,Starbucks,12460-154645,0769-82337907,CO,樟木头镇,天一城购物中心1层,莞樟路与西城路交汇处,东莞市,44,CN,523616,114.06,22.91,480,China Standard Time,GMT+08:00 Asia/Beijing,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
d8bbcbcf-b6df-4114-ada5-d9a0949163be,12269,Cockeysville,Starbucks,8989-94176,410-666-8842,CO,10015 York Road,,,Timonium,MD,US,210303334,-76.64,39.46,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
5d5d0ee5-955f-40d5-b36d-d5a79d451bb6,18328,Parkway & Wears Valley Road,Starbucks,13505-106987,(865) 429-3124,CO,2491 HIGHWAY 441,,,Pigeon Forge,TN,US,37863,-83.58,35.81,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
b706e790-01a3-4619-aaeb-baa2ae14505b,1009486,Ferris State University,Starbucks,23849-108423,,LS,805 Campus Dr,,,Big Rapids,MI,US,493072289,-85.48,43.68,-300,Eastern Standard Time,GMT-05:00 America/New_York,1/21/2015 12:00:00 AM,2/3/2017 12:00:00 AM
d8ca2668-5b98-4053-83da-e713b7d50935,91727,苏州中润店,Starbucks,17166-170814,0512-66350117,JV,吴中区,丽丰广场1F,宝带东路399号,苏州市,32,CN,215011,120.63,31.27,480,China Standard Time,GMT+08:00 Asia/Beijing,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
b2bee1c6-ba95-4063-b648-846ba39e055d,68943,EXPASA Dangozaka Service Area (Down,Starbucks,16430-162687,,JV,710 Notajiri,,,Uenohara,19,JP,409-0125,139.06,35.63,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
8a3b8cc3-a569-42c6-9cfb-8c989373a2a2,10339,QFC - Issaquah/Klahanie #840,Starbucks,79387-101216,425-392-2776,LS,4570 Klahanie Dr SE,,,Issaquah,WA,US,980295812,-122.0,47.57,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
8303c188-49c7-42b4-9080-48c0ed63b1c6,18670,McCaslin & Century,Starbucks,5587-137175,303-926-1568,CO,459 McCaslin Blvd,Suite 7,,Louisville,CO,US,80027,-105.16,39.97,-420,Mountain Standard Time,GMT-07:00 America/Denver,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
e467bf04-a52d-4da0-9484-e251f18dc67d,8462,Target Modesto/Riverbank T-2096,Starbucks,76495-99395,209-863-1270,LS,2425 Clarabel Rd,,,Riverbank,CA,US,953679456,-120.94,37.72,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
e7e99f06-f414-4ddf-b964-fb517041217c,68284,青岛四季春天宝龙店,Starbucks,15903-166745,0532-66738103,CO,城阳区,,文阳路269号,青岛市,37,CN,266109,120.4,36.3,480,China Standard Time,GMT+08:00 Asia/Beijing,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
ed950612-8a3d-4fa8-85ef-9ba924cf1653,1016615,Cambridge - Hwy 95 and Hwy 65,Starbucks,48164-261724,612-257-4407,CO,Highway 95,,,Cambridge,MN,US,55008,-93.21,45.57,-360,Central Standard Time,GMT-06:00 America/Chicago,12/2/2016 12:00:00 AM,2/3/2017 12:00:00 AM
bd614a99-a291-4f10-ae5c-1dad221e219c,1016013,75th & Cass,Starbucks,29650-253957,3128332013,CO,7517 S. Cass Ave,,,Darien,IL,US,60561,-87.97,41.75,-360,Central Standard Time,GMT-06:00 America/Chicago,9/27/2016 12:00:00 AM,2/3/2017 12:00:00 AM
9a73c746-b57e-4475-bf43-dde4d3455e9e,16653,Loop 1604 & Bandera,Starbucks,6628-66260,210-509-4717,CO,11620 Bandera Road,Suite 101,HEB Shopping Center #32,San Antonio,TX,US,782506833,-98.66,29.55,-360,Central Standard Time,GMT-06:00 America/Chicago,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
a4a95b13-9a95-477b-b0f9-1da6566e766e,1014594,Best Western,Starbucks,28149-250305,,LS,"Baghdad St. Ln 2, Salmiya",,,Salmiya,HA,KW,,48.04,29.34,180,Arab Standard Time,GMT+000000 Asia/Kuwait,4/7/2016 12:00:00 AM,2/3/2017 12:00:00 AM
c517e2c6-a210-4c0d-9280-693f34665676,4272,CAINZ MALL Hikone,Starbucks,31179-106524,,JV,2-1-1 Banba,,,Hikone,25,JP,522-0069,136.24,35.28,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
17fa70d0-7da8-4d6c-bb73-6710cfb80a0f,1012884,Brno náměstí Svobody,Starbucks,28747-250828,420235013549,JV,Náměstí Svobody 103/5,,,Brno,JM,CZ,602 00,16.61,49.2,-120,UTC-02,GMT+1:00 Europe/Prague,2/3/2016 12:00:00 AM,2/3/2017 12:00:00 AM
12dc308e-c411-4cb5-845e-b41429c29ff6,91894,Target Grandville T-2818,Starbucks,18115-177050,616-222-7660,LS,3130 44th St SW,,,Grandville,MI,US,49418,-85.74,42.88,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
11e4ec03-9616-4f00-b07a-02c8f48eff06,10281,Placer Heights - Redding,Starbucks,9903-98975,530-241-4174,CO,3425 Placer Street,Suite A,Placer Heights Shopping Center,Redding,CA,US,960012335,-122.42,40.57,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
ce0685bc-9266-4adb-9d60-cdde11e36de3,20370,Real Plaza Primavera,Starbucks,13051-151209,,LS,"C.C. Real Plaza Primavera, Av. Angamos",San Borja,,Lima,LIM,PE,,-77.01,-12.06,0,UTC,GMT-05:00 America/Lima,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
f8c34f09-1b49-4b1b-bd8f-b699b2f301b9,1011057,London - Greenwich Shopping Park,Starbucks,24321-237126,,FR,"Unit D, 1C Greenwich Shopping Park","Bugsbys Way, Charlton",,London,ENG,GB,SE7 7ST,0.02,51.49,0,GMT Standard Time,GMT+0:00 Europe/London,6/24/2016 12:00:00 AM,2/3/2017 12:00:00 AM
321c1894-5485-42e6-b328-bb5587a3755d,1427,Jericho Corner Shopping Centre,Starbucks,4558-95730,604-539-8513,CO,7150 200th Street,,Jericho Corner Shopping Centre,Langley,BC,CA,V2Y 3B9,-122.67,49.13,-480,Pacific Standard Time,GMT-08:00 America/Vancouver,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
4f6ef552-745c-40ff-b6dc-3581e10f74f8,1015340,Bashas - Mesa #73,Starbucks,49004-256165,480-830-7900,LS,2864 N Power Rd,,,Mesa,AZ,US,85215,-111.68,33.47,-420,US Mountain Standard Time,GMT+000000 America/Phoenix,8/2/2016 12:00:00 AM,2/3/2017 12:00:00 AM
